merchant_id,country,mcc_desc,merchant_cohort,cross_border_enabled,staff_readiness,footfall_index,txns_per_week,failure_rate,acquirer_partner_id
MER_21c665fe8c,IN-MU,Museum/Attraction,M-1,True,0.611,0.579,0,0.431,ACQ04
MER_980fc42c7a,IN-NP,Hotels,M-1,True,0.852,0.318,30,0.157,ACQ04
MER_0a8093be2e,IN,Gift/Souvenir,M-3,False,0.384,0.9,0,0.6,ACQ03
MER_fd843ae261,IN-BT,Transit,M-2,True,0.566,0.279,34,0.465,ACQ01
MER_653f59b96b,IN-FR,Hotels,M-2,True,0.648,0.469,18,0.292,ACQ04
MER_30fabab231,IN-BT,Hotels,M-3,False,0.714,0.358,0,0.327,ACQ04
MER_cd920e5705,IN-LK,Grocery/Retail,M-3,False,0.932,0.162,0,0.03,ACQ03
MER_33efeed968,IN-KH,Restaurants,M-3,False,0.524,0.223,0,0.4,ACQ03
MER_2c53df1daf,IN,Gift/Souvenir,M-3,False,0.798,0.45,0,0.203,ACQ01
MER_7b17e944b1,IN,Grocery/Retail,M-1,True,0.885,0.13,10,0.125,ACQ01
MER_5b6a29b8fd,IN-SG,Gift/Souvenir,M-2,True,0.671,0.114,30,0.351,ACQ02
MER_c658d6fc94,IN-QA,Hotels,M-3,False,0.526,0.916,0,0.488,ACQ03
MER_b5dd321da5,IN-LK,Hotels,M-3,False,0.671,0.568,0,0.342,ACQ04
MER_0e0b3a4b8e,IN,Hotels,M-3,False,0.679,0.268,0,0.319,ACQ06
MER_3b1df1d2e0,IN-QA,Dept Store,M-2,True,0.469,0.314,28,0.582,ACQ04
MER_c7d2169430,IN-AE,Transit,M-4,True,0.94,0.655,28,0.046,ACQ04
MER_26d0dc61a1,IN-SG,Hotels,M-4,True,0.99,0.899,16,0.02,ACQ02
MER_d7bc03c46e,IN,Hotels,M-4,True,0.99,0.69,20,0.033,ACQ03
MER_8abeeb7ed0,IN,Hotels,M-2,True,0.738,0.946,7,0.269,ACQ05
MER_b4ade9ea65,IN-SG,Misc Retail,M-3,False,0.839,0.319,0,0.166,ACQ04
MER_16c8425ced,IN-QA,Hotels,M-1,True,0.629,0.905,0,0.32,ACQ04
MER_9b7718d4ce,IN,Hotels,M-2,True,0.591,0.671,28,0.474,ACQ06
MER_ddf36f07c8,IN,Museum/Attraction,M-2,True,0.5,0.398,19,0.528,ACQ06
MER_7da6f4f30e,IN-FR,Hotels,M-2,True,0.539,0.939,8,0.497,ACQ05
MER_c6a34072f1,IN-KH,Hotels,M-2,True,0.672,0.384,7,0.28,ACQ01
MER_f0020c93d7,IN,Gift/Souvenir,M-1,True,0.636,0.692,0,0.358,ACQ02
MER_9ec1b95211,IN-MU,Hotels,M-1,True,0.897,0.37,17,0.135,ACQ01
MER_ccdea361e6,IN-MU,Hotels,M-2,True,0.795,0.587,28,0.318,ACQ04
MER_cb4265625c,IN-SG,Hotels,M-2,True,0.64,0.81,11,0.41,ACQ02
MER_da8dd133b9,IN-KH,Hotels,M-2,True,0.677,0.192,11,0.398,ACQ02
MER_83541c279d,IN-LK,Hotels,M-4,True,0.99,0.716,27,0.02,ACQ04
MER_e51da16eea,IN-NP,Hotels,M-1,True,0.776,0.544,0,0.188,ACQ06
MER_5b9cb09a3e,IN-MU,Grocery/Retail,M-2,True,0.789,0.964,3,0.216,ACQ03
MER_121b50bd1a,IN-LK,Restaurants,M-4,True,0.838,0.833,11,0.067,ACQ01
MER_6ed180e4b4,IN-AE,Dept Store,M-2,True,0.462,0.879,24,0.54,ACQ03
MER_631d516ab0,IN-FR,Hotels,M-3,False,0.862,0.923,0,0.114,ACQ02
MER_107de8f290,IN-NP,Hotels,M-4,True,0.986,0.711,12,0.063,ACQ04
MER_50b50048c2,IN-KH,Hotels,M-3,False,0.796,0.741,0,0.219,ACQ05
MER_46ae59d0ca,IN-LK,Museum/Attraction,M-3,False,0.924,0.245,0,0.078,ACQ01
MER_36237144a2,IN-AE,Restaurants,M-1,True,0.915,0.455,1,0.13,ACQ05
MER_0051e0a850,IN-NP,Grocery/Retail,M-3,False,0.545,0.998,0,0.386,ACQ06
MER_4a105f1171,IN-KH,Hotels,M-2,True,0.683,0.653,6,0.225,ACQ02
MER_81b5682a63,IN-KH,Dept Store,M-2,True,0.693,0.988,29,0.297,ACQ04
MER_f2855e6060,IN,Museum/Attraction,M-2,True,0.527,0.81,50,0.6,ACQ02
MER_447b17a6b4,IN-LK,Hotels,M-1,True,0.519,0.22,0,0.387,ACQ03
MER_383afe6e1d,IN-NP,Grocery/Retail,M-1,True,0.81,0.621,21,0.129,ACQ03
MER_d022bee3b7,IN-SG,Gift/Souvenir,M-2,True,0.614,0.54,21,0.309,ACQ03
MER_8ad5252cca,IN-FR,Hotels,M-2,True,0.523,0.568,13,0.511,ACQ05
MER_e34e6bc72b,IN-SG,Hotels,M-3,False,0.579,0.714,0,0.415,ACQ06
MER_628cfcb922,IN-LK,Hotels,M-2,True,0.572,0.74,44,0.459,ACQ04
MER_9314e48e3e,IN-FR,Misc Retail,M-1,True,0.825,0.925,0,0.157,ACQ05
MER_514ad07cef,IN-AE,Misc Retail,M-1,True,0.777,0.463,5,0.153,ACQ01
MER_7237de34e1,IN-BT,Museum/Attraction,M-3,False,0.75,0.105,0,0.175,ACQ05
MER_042a6ea184,IN-SG,Hotels,M-3,False,0.853,0.578,0,0.117,ACQ03
MER_c3e7d4df91,IN-FR,Hotels,M-2,True,0.716,0.868,11,0.221,ACQ01
MER_40f3ac5346,IN-AE,Transit,M-3,False,0.422,0.712,0,0.512,ACQ05
MER_329aabbbfe,IN-FR,Transport/Taxi,M-2,True,0.795,0.955,8,0.22,ACQ03
MER_95fe3311f9,IN-KH,Gift/Souvenir,M-3,False,0.571,0.622,0,0.384,ACQ01
MER_3c0d41af57,IN-BT,Hotels,M-2,True,0.714,0.677,43,0.318,ACQ06
MER_0271ec178d,IN-MU,Hotels,M-2,True,0.742,0.933,12,0.261,ACQ03
MER_acadbaf2ea,IN-MU,Gift/Souvenir,M-2,True,0.574,0.89,10,0.417,ACQ01
