user_id,journey_type,source_country,onboarding_channel,traveller_type,device,date,trip_days,onboarding_status,onboarding_duration_sec,kyc_verification_status,kyc_verification_duration_sec,wallet_funding_status,wallet_funding_duration_sec,payment_p2m_status,payment_p2m_duration_sec,authentication_status,authentication_duration_sec,exit_refund_status,exit_refund_duration_sec,final_outcome,drop_stage,drop_reason_category,drop_reason_detail,total_time_minutes,cohort_week,attempt_number,is_repeat,attempt_id
IN-00431,inbound,France,Airport Kiosk,Tourist,Android,2026-06-23,3,drop_business_decline,13.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,13.7,2026-W26,1,False,IN-00431-A1
IN-00432,inbound,Mauritius,Hotel Partner Onboarding,Business Traveller,iOS,2026-06-27,10,success,38.7,success,41.3,drop_technical_fail,43.5,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,technical_fail,International card declined by issuer (cross-border block),123.5,2026-W26,1,False,IN-00432-A1
IN-00433,inbound,USA,Authorized Issuer App,NRI,Android,2026-06-29,7,success,42.1,success,31.4,success,6.3,success,16.7,success,21.4,success,18.8,converted,,,,136.7,2026-W27,1,False,IN-00433-A1
IN-00434,inbound,Mauritius,Authorized Issuer App,Tourist,Android,2026-06-19,5,drop_business_decline,92.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,92.2,2026-W25,1,False,IN-00434-A1
IN-00435,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-07-06,7,drop_business_decline,3.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,3.6,2026-W28,1,False,IN-00435-A1
IN-00436,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-07-12,5,drop_technical_fail,6.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,6.6,2026-W28,1,False,IN-00436-A1
IN-00437,inbound,Mauritius,Authorized Issuer App,Student,iOS,2026-07-09,5,success,11.0,success,38.2,drop_technical_fail,5.4,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,technical_fail,International card declined by issuer (cross-border block),54.6,2026-W28,1,False,IN-00437-A1
IN-00438,inbound,USA,Hotel Partner Onboarding,Tourist,Android,2026-07-20,7,success,90.0,drop_user_abandon,36.8,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,126.8,2026-W30,1,False,IN-00438-A1
IN-00439,inbound,Bhutan,Airport Kiosk,NRI,Android,2026-05-29,5,drop_technical_fail,40.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,40.7,2026-W22,1,False,IN-00439-A1
IN-00440,inbound,USA,Hotel Partner Onboarding,Tourist,iOS,2026-07-16,7,drop_technical_fail,11.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,11.4,2026-W29,1,False,IN-00440-A1
IN-00441,inbound,France,Hotel Partner Onboarding,Tourist,iOS,2026-07-17,10,drop_technical_fail,21.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,21.7,2026-W29,1,False,IN-00441-A1
IN-00442,inbound,France,Authorized Issuer App,Tourist,Android,2026-05-16,7,success,36.0,success,110.2,success,18.5,success,4.7,success,9.3,success,33.1,converted,,,,211.8,2026-W20,1,False,IN-00442-A1
IN-00443,inbound,Mauritius,Authorized Issuer App,Tourist,Android,2026-06-13,5,drop_technical_fail,75.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,75.2,2026-W24,1,False,IN-00443-A1
IN-00444,inbound,Mauritius,Airport Kiosk,Tourist,iOS,2026-07-16,7,drop_technical_fail,46.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,46.9,2026-W29,1,False,IN-00444-A1
IN-00445,inbound,Mauritius,Authorized Issuer App,NRI,Android,2026-07-29,3,success,44.8,success,49.5,success,4.0,success,0.8,success,7.0,success,128.4,converted,,,,234.5,2026-W31,1,False,IN-00445-A1
IN-00446,inbound,Nepal,Airport Kiosk,Tourist,Android,2026-05-28,5,success,18.2,success,31.8,success,10.0,success,14.4,success,8.8,success,26.4,converted,,,,109.6,2026-W22,1,False,IN-00446-A1
IN-00447,inbound,Sri Lanka,Authorized Issuer App,Tourist,Android,2026-07-08,10,success,46.6,success,136.6,success,30.2,success,5.6,success,5.6,success,42.6,converted,,,,267.2,2026-W28,1,False,IN-00447-A1
IN-00448,inbound,Bhutan,Airport Kiosk,NRI,iOS,2026-05-28,7,drop_user_abandon,27.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,27.0,2026-W22,1,False,IN-00448-A1
IN-00449,inbound,Singapore,Authorized Issuer App,Tourist,Android,2026-06-25,10,success,13.2,success,24.8,success,26.2,success,15.5,success,13.6,success,93.3,converted,,,,186.6,2026-W26,1,False,IN-00449-A1
IN-00450,inbound,Nepal,Authorized Issuer App,Tourist,iOS,2026-05-03,5,success,49.9,success,22.0,success,52.2,success,9.1,success,5.0,success,39.9,converted,,,,178.1,2026-W18,1,False,IN-00450-A1
IN-00451,inbound,France,Airport Kiosk,Tourist,Android,2026-07-18,3,drop_business_decline,30.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,30.1,2026-W29,1,False,IN-00451-A1
IN-00452,inbound,Bhutan,Authorized Issuer App,Business Traveller,iOS,2026-05-19,10,success,17.4,success,12.9,drop_business_decline,9.9,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,business_decline,Funding source not permitted under PPI norms,40.2,2026-W21,1,False,IN-00452-A1
IN-00453,inbound,France,Hotel Partner Onboarding,NRI,iOS,2026-07-05,10,drop_user_abandon,3.3,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,3.3,2026-W27,1,False,IN-00453-A1
IN-00454,inbound,Mauritius,Hotel Partner Onboarding,Tourist,Android,2026-06-16,10,drop_technical_fail,38.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,38.5,2026-W25,1,False,IN-00454-A1
IN-00455,inbound,Australia,Hotel Partner Onboarding,Tourist,Android,2026-05-28,5,drop_business_decline,77.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,77.4,2026-W22,1,False,IN-00455-A1
IN-00456,inbound,UK,Hotel Partner Onboarding,Tourist,Android,2026-07-11,5,drop_user_abandon,21.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,21.8,2026-W28,1,False,IN-00456-A1
IN-00457,inbound,Australia,Authorized Issuer App,Business Traveller,Android,2026-07-20,5,drop_user_abandon,34.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,34.7,2026-W30,1,False,IN-00457-A1
IN-00458,inbound,Sri Lanka,Hotel Partner Onboarding,NRI,Android,2026-06-30,10,success,28.2,success,14.8,success,3.0,success,5.8,success,21.0,success,36.1,converted,,,,108.9,2026-W27,1,False,IN-00458-A1
IN-00459,inbound,France,Airport Kiosk,NRI,iOS,2026-06-09,10,success,45.0,drop_business_decline,16.7,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,61.7,2026-W24,1,False,IN-00459-A1
IN-00460,inbound,Australia,Airport Kiosk,Tourist,iOS,2026-07-19,7,success,24.6,drop_business_decline,54.3,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,78.9,2026-W29,1,False,IN-00460-A1
IN-00461,inbound,France,Airport Kiosk,Business Traveller,Android,2026-07-15,7,drop_technical_fail,4.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,4.1,2026-W29,1,False,IN-00461-A1
IN-00462,inbound,Bhutan,Airport Kiosk,Tourist,Android,2026-06-26,5,drop_business_decline,45.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,45.7,2026-W26,1,False,IN-00462-A1
IN-00463,inbound,Singapore,Authorized Issuer App,Tourist,Android,2026-06-10,7,success,32.9,drop_technical_fail,96.8,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,129.7,2026-W24,1,False,IN-00463-A1
IN-00464,inbound,Sri Lanka,Airport Kiosk,NRI,Android,2026-07-14,10,success,9.3,success,104.6,success,6.6,drop_business_decline,9.7,not_reached,,not_reached,,dropped,payment_p2m,business_decline,Merchant category not enabled,130.2,2026-W29,1,False,IN-00464-A1
IN-00465,inbound,Nepal,Airport Kiosk,Student,Android,2026-05-28,5,drop_technical_fail,31.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,31.2,2026-W22,1,False,IN-00465-A1
IN-00466,inbound,Nepal,Authorized Issuer App,Business Traveller,Android,2026-06-14,5,success,16.1,drop_technical_fail,33.5,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,49.6,2026-W24,1,False,IN-00466-A1
IN-00467,inbound,Nepal,Airport Kiosk,Tourist,iOS,2026-06-05,7,drop_technical_fail,48.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,48.5,2026-W23,1,False,IN-00467-A1
IN-00468,inbound,France,Airport Kiosk,Student,iOS,2026-06-02,5,drop_user_abandon,48.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,48.9,2026-W23,1,False,IN-00468-A1
IN-00469,inbound,Mauritius,Airport Kiosk,NRI,iOS,2026-05-06,5,drop_user_abandon,22.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,22.5,2026-W19,1,False,IN-00469-A1
IN-00470,inbound,Mauritius,Authorized Issuer App,Tourist,Android,2026-05-23,5,success,34.1,success,47.4,success,5.5,success,10.1,success,2.2,success,19.2,converted,,,,118.5,2026-W21,1,False,IN-00470-A1
IN-00471,inbound,UK,Authorized Issuer App,Tourist,iOS,2026-07-28,5,success,65.4,success,19.8,success,5.0,success,36.8,success,25.1,success,13.3,converted,,,,165.4,2026-W31,1,False,IN-00471-A1
IN-00472,inbound,Sri Lanka,Authorized Issuer App,Tourist,iOS,2026-07-07,10,success,14.7,success,33.3,success,19.8,success,9.9,success,12.7,success,27.5,converted,,,,117.9,2026-W28,1,False,IN-00472-A1
IN-00473,inbound,France,Airport Kiosk,Student,iOS,2026-06-15,7,drop_business_decline,40.3,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,40.3,2026-W25,1,False,IN-00473-A1
IN-00474,inbound,Mauritius,Airport Kiosk,Student,iOS,2026-05-06,10,success,42.0,success,24.5,success,29.7,success,17.1,success,4.3,success,33.1,converted,,,,150.7,2026-W19,1,False,IN-00474-A1
IN-00475,inbound,Australia,Airport Kiosk,Tourist,Android,2026-07-29,3,success,25.3,success,71.1,success,11.3,drop_technical_fail,4.4,not_reached,,not_reached,,dropped,payment_p2m,technical_fail,"Merchant unfamiliar with foreign-linked UPI, hesitated/declined",112.1,2026-W31,1,False,IN-00475-A1
IN-00476,inbound,Bhutan,Hotel Partner Onboarding,Tourist,Android,2026-07-25,14,success,17.1,success,80.7,success,21.7,success,23.0,drop_business_decline,14.4,not_reached,,dropped,authentication,business_decline,Risk engine blocked as anomalous,156.9,2026-W30,1,False,IN-00476-A1
IN-00477,inbound,USA,Airport Kiosk,NRI,Android,2026-05-06,7,success,48.4,success,6.7,success,19.2,success,3.7,success,6.1,success,22.4,converted,,,,106.5,2026-W19,1,False,IN-00477-A1
IN-00478,inbound,Mauritius,Authorized Issuer App,Tourist,iOS,2026-06-12,3,success,8.0,success,15.8,success,11.5,success,1.6,success,2.7,success,15.2,converted,,,,54.8,2026-W24,1,False,IN-00478-A1
IN-00479,inbound,Sri Lanka,Authorized Issuer App,Tourist,Android,2026-07-29,5,drop_user_abandon,14.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,14.8,2026-W31,1,False,IN-00479-A1
IN-00480,inbound,Bhutan,Authorized Issuer App,Business Traveller,iOS,2026-06-12,14,drop_technical_fail,43.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,43.4,2026-W24,1,False,IN-00480-A1
IN-00481,inbound,USA,Hotel Partner Onboarding,Tourist,iOS,2026-06-29,10,success,42.5,success,107.7,success,22.5,success,4.2,success,29.1,success,32.1,converted,,,,238.1,2026-W27,1,False,IN-00481-A1
IN-00482,inbound,UK,Authorized Issuer App,Tourist,iOS,2026-05-08,5,drop_business_decline,21.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,21.0,2026-W19,1,False,IN-00482-A1
IN-00483,inbound,Singapore,Airport Kiosk,NRI,iOS,2026-06-04,14,success,12.7,success,74.8,success,87.1,success,15.2,success,10.2,success,18.6,converted,,,,218.6,2026-W23,1,False,IN-00483-A1
IN-00484,inbound,France,Authorized Issuer App,Business Traveller,iOS,2026-06-15,3,drop_business_decline,17.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,17.4,2026-W25,1,False,IN-00484-A1
IN-00485,inbound,Australia,Hotel Partner Onboarding,Tourist,Android,2026-06-12,7,drop_technical_fail,58.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,58.8,2026-W24,1,False,IN-00485-A1
IN-00486,inbound,Australia,Authorized Issuer App,Tourist,iOS,2026-07-24,5,success,6.9,success,89.3,drop_business_decline,7.5,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,business_decline,Funding source not permitted under PPI norms,103.7,2026-W30,1,False,IN-00486-A1
IN-00487,inbound,Australia,Authorized Issuer App,Tourist,Android,2026-07-18,10,success,33.3,drop_user_abandon,17.2,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,50.5,2026-W29,1,False,IN-00487-A1
IN-00488,inbound,USA,Airport Kiosk,Tourist,Android,2026-05-04,7,drop_technical_fail,23.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,23.6,2026-W19,1,False,IN-00488-A1
IN-00489,inbound,Nepal,Airport Kiosk,Business Traveller,Android,2026-06-28,3,success,5.0,success,54.9,success,38.6,success,13.9,success,19.9,success,26.8,converted,,,,159.1,2026-W26,1,False,IN-00489-A1
IN-00490,inbound,UK,Airport Kiosk,NRI,iOS,2026-06-13,21,success,33.9,success,69.1,success,45.8,success,3.5,success,18.1,success,29.1,converted,,,,199.5,2026-W24,1,False,IN-00490-A1
IN-00491,inbound,France,Authorized Issuer App,Tourist,iOS,2026-06-01,5,drop_technical_fail,38.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,38.7,2026-W23,1,False,IN-00491-A1
IN-00492,inbound,Australia,Authorized Issuer App,Tourist,Android,2026-07-25,3,success,9.7,success,21.9,success,2.8,success,1.6,success,9.7,success,18.4,converted,,,,64.1,2026-W30,1,False,IN-00492-A1
IN-00493,inbound,Sri Lanka,Airport Kiosk,Tourist,iOS,2026-07-18,3,drop_technical_fail,60.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,60.4,2026-W29,1,False,IN-00493-A1
IN-00494,inbound,Bhutan,Authorized Issuer App,Tourist,Android,2026-06-30,21,success,25.3,success,52.3,success,41.4,success,1.1,success,10.0,success,31.6,converted,,,,161.7,2026-W27,1,False,IN-00494-A1
IN-00495,inbound,USA,Authorized Issuer App,Tourist,Android,2026-05-28,7,success,15.9,success,43.5,success,8.2,success,10.1,success,2.4,success,22.5,converted,,,,102.6,2026-W22,1,False,IN-00495-A1
IN-00496,inbound,France,Airport Kiosk,NRI,iOS,2026-07-15,5,success,29.8,success,28.2,success,31.0,success,5.3,success,12.0,drop_business_decline,30.9,dropped,exit_refund,business_decline,FEMA refund rule required manual review,137.2,2026-W29,1,False,IN-00496-A1
IN-00497,inbound,USA,Airport Kiosk,Tourist,Android,2026-07-04,3,success,4.9,drop_technical_fail,29.5,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,34.4,2026-W27,1,False,IN-00497-A1
IN-00498,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-05-19,14,success,39.8,success,45.1,success,9.6,success,6.5,success,22.4,success,67.7,converted,,,,191.1,2026-W21,1,False,IN-00498-A1
IN-00499,inbound,Bhutan,Airport Kiosk,NRI,Android,2026-05-22,5,drop_user_abandon,19.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,19.6,2026-W21,1,False,IN-00499-A1
IN-00500,inbound,Mauritius,Authorized Issuer App,Tourist,Android,2026-07-05,10,success,33.3,success,30.8,success,22.0,success,9.2,drop_user_abandon,10.5,not_reached,,dropped,authentication,user_abandon,PIN format mismatch with home-market expectations,105.8,2026-W27,1,False,IN-00500-A1
IN-00002,inbound,UAE,Authorized Issuer App,Tourist,iOS,2026-05-17,7,success,12.3,success,60.5,success,,success,,success,,success,,converted,,,,65.0,2026-W20,2,True,IN-00002-A2
IN-00006,inbound,UAE,Authorized Issuer App,Tourist,iOS,2026-06-10,5,success,25.8,success,8.4,success,21.1,success,7.5,success,8.5,success,107.4,converted,,,,196.4,2026-W24,2,True,IN-00006-A2
IN-00011,inbound,UK,Airport Kiosk,NRI,Android,2026-05-05,10,success,4.9,success,41.0,success,18.4,success,,success,,success,,converted,,,,129.5,2026-W19,2,True,IN-00011-A2
IN-00013,inbound,UAE,Authorized Issuer App,Tourist,Android,2026-05-16,10,success,67.6,success,,success,,success,,success,,success,,converted,,,,100.2,2026-W20,2,True,IN-00013-A2
IN-00016,inbound,Bhutan,Airport Kiosk,NRI,iOS,2026-07-13,5,success,22.9,success,,success,,success,,success,,success,,converted,,,,95.4,2026-W29,2,True,IN-00016-A2
IN-00019,inbound,Bhutan,Hotel Partner Onboarding,Business Traveller,Android,2026-07-26,7,success,21.4,success,,success,,success,,success,,success,,converted,,,,168.2,2026-W30,2,True,IN-00019-A2
IN-00022,inbound,UAE,Authorized Issuer App,Tourist,iOS,2026-07-02,3,success,14.7,success,13.1,success,,success,,success,,success,,converted,,,,147.2,2026-W27,2,True,IN-00022-A2
IN-00023,inbound,Singapore,Authorized Issuer App,Business Traveller,iOS,2026-07-29,5,success,26.5,success,,success,,drop_business_decline,,not_reached,,not_reached,,dropped,payment_p2m,business_decline,Merchant category not enabled,94.7,2026-W31,2,True,IN-00023-A2
IN-00026,inbound,Sri Lanka,Airport Kiosk,Tourist,iOS,2026-07-15,7,drop_user_abandon,8.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,78.6,2026-W29,2,True,IN-00026-A2
IN-00029,inbound,Sri Lanka,Authorized Issuer App,Business Traveller,iOS,2026-07-14,10,success,42.9,success,,success,,success,,success,,success,,converted,,,,97.3,2026-W29,2,True,IN-00029-A2
IN-00030,inbound,Mauritius,Hotel Partner Onboarding,NRI,Android,2026-06-10,5,drop_business_decline,11.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,2.2,2026-W24,2,True,IN-00030-A2
IN-00038,inbound,Singapore,Authorized Issuer App,NRI,iOS,2026-07-20,10,success,19.6,success,,success,,success,,success,,success,,converted,,,,99.4,2026-W30,2,True,IN-00038-A2
IN-00049,inbound,Sri Lanka,Airport Kiosk,Student,iOS,2026-05-09,10,success,13.5,drop_user_abandon,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,117.3,2026-W19,2,True,IN-00049-A2
IN-00053,inbound,Australia,Airport Kiosk,Student,Android,2026-07-05,3,success,21.6,success,,success,,success,,success,,success,,converted,,,,122.4,2026-W27,2,True,IN-00053-A2
IN-00059,inbound,USA,Authorized Issuer App,NRI,Android,2026-05-07,21,success,59.9,success,,success,,success,,success,,success,,converted,,,,136.1,2026-W19,2,True,IN-00059-A2
IN-00061,inbound,USA,Authorized Issuer App,Tourist,Android,2026-07-09,7,success,18.9,success,34.5,success,,success,,success,,success,,converted,,,,127.2,2026-W28,2,True,IN-00061-A2
IN-00064,inbound,Mauritius,Airport Kiosk,Tourist,Android,2026-05-08,14,drop_business_decline,18.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,63.5,2026-W19,2,True,IN-00064-A2
IN-00069,inbound,Australia,Authorized Issuer App,Student,Android,2026-06-13,14,success,8.3,success,,success,,success,,success,,success,,converted,,,,143.4,2026-W24,2,True,IN-00069-A2
IN-00079,inbound,Bhutan,Airport Kiosk,Tourist,Android,2026-06-07,10,success,123.8,success,,success,,success,,success,,success,,converted,,,,116.3,2026-W23,2,True,IN-00079-A2
IN-00081,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-07-13,7,drop_business_decline,93.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,22.3,2026-W29,2,True,IN-00081-A2
IN-00082,inbound,UK,Authorized Issuer App,Business Traveller,iOS,2026-05-03,7,drop_business_decline,25.7,not_reached,73.9,not_reached,4.1,not_reached,5.2,not_reached,3.5,not_reached,25.9,dropped,onboarding,business_decline,Source country not in eligible pilot list,32.9,2026-W18,2,True,IN-00082-A2
IN-00086,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-06-12,7,drop_technical_fail,15.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,9.3,2026-W24,2,True,IN-00086-A2
IN-00098,inbound,Bhutan,Hotel Partner Onboarding,Tourist,iOS,2026-05-13,10,success,23.6,success,45.8,success,,success,,success,,success,,converted,,,,221.3,2026-W20,2,True,IN-00098-A2
IN-00101,inbound,USA,Hotel Partner Onboarding,Student,Android,2026-05-12,7,success,28.2,success,37.5,success,2.1,success,,success,,success,,converted,,,,72.4,2026-W20,2,True,IN-00101-A2
IN-00102,inbound,Singapore,Airport Kiosk,Tourist,Android,2026-05-29,7,drop_user_abandon,16.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,23.6,2026-W22,2,True,IN-00102-A2
IN-00103,inbound,Nepal,Authorized Issuer App,NRI,iOS,2026-05-11,5,success,18.3,success,,success,,success,,success,,success,,converted,,,,206.4,2026-W20,2,True,IN-00103-A2
IN-00105,inbound,UAE,Authorized Issuer App,Tourist,Android,2026-07-14,10,success,27.2,success,40.6,success,15.8,success,,success,,success,,converted,,,,96.7,2026-W29,2,True,IN-00105-A2
IN-00106,inbound,Nepal,Authorized Issuer App,Student,iOS,2026-07-30,7,success,10.6,success,95.2,success,10.7,success,1.3,success,,success,,converted,,,,120.4,2026-W31,2,True,IN-00106-A2
IN-00107,inbound,Bhutan,Airport Kiosk,Tourist,iOS,2026-06-13,10,drop_user_abandon,89.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,81.6,2026-W24,2,True,IN-00107-A2
IN-00113,inbound,UK,Authorized Issuer App,Student,iOS,2026-05-13,7,success,32.9,success,,success,,success,,success,,success,,converted,,,,203.4,2026-W20,2,True,IN-00113-A2
IN-00117,inbound,Nepal,Authorized Issuer App,Tourist,iOS,2026-07-09,3,success,17.0,success,18.6,success,,success,,success,,success,,converted,,,,146.7,2026-W28,2,True,IN-00117-A2
IN-00122,inbound,UK,Airport Kiosk,Tourist,iOS,2026-06-25,5,drop_business_decline,81.5,not_reached,37.9,not_reached,16.6,not_reached,3.0,not_reached,7.5,not_reached,18.7,dropped,onboarding,business_decline,Source country not in eligible pilot list,29.8,2026-W26,2,True,IN-00122-A2
IN-00125,inbound,UAE,Authorized Issuer App,Tourist,Android,2026-07-26,14,success,15.8,success,64.5,success,,success,,success,,success,,converted,,,,78.1,2026-W30,2,True,IN-00125-A2
IN-00132,inbound,UK,Airport Kiosk,Tourist,Android,2026-07-21,3,drop_business_decline,41.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,35.2,2026-W30,2,True,IN-00132-A2
IN-00135,inbound,Nepal,Airport Kiosk,NRI,Android,2026-07-13,5,success,3.7,success,28.5,success,25.4,success,,success,,success,,converted,,,,63.0,2026-W29,2,True,IN-00135-A2
IN-00139,inbound,Bhutan,Authorized Issuer App,Tourist,Android,2026-07-01,21,drop_business_decline,15.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,28.2,2026-W27,2,True,IN-00139-A2
IN-00149,inbound,Mauritius,Authorized Issuer App,Tourist,iOS,2026-06-01,7,success,15.8,success,26.3,success,,success,,success,,success,,converted,,,,193.8,2026-W23,2,True,IN-00149-A2
IN-00153,inbound,Australia,Hotel Partner Onboarding,NRI,Android,2026-06-21,3,drop_technical_fail,27.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,3.3,2026-W25,2,True,IN-00153-A2
IN-00154,inbound,France,Authorized Issuer App,Student,iOS,2026-05-09,5,success,5.4,success,36.8,success,,success,,success,,success,,converted,,,,202.8,2026-W19,2,True,IN-00154-A2
IN-00155,inbound,Mauritius,Airport Kiosk,Tourist,Android,2026-06-24,5,success,22.5,success,57.7,success,,success,,success,,success,,converted,,,,167.2,2026-W26,2,True,IN-00155-A2
IN-00159,inbound,Australia,Authorized Issuer App,Student,iOS,2026-05-19,7,success,50.9,success,,success,,success,,success,,success,,converted,,,,88.8,2026-W21,2,True,IN-00159-A2
IN-00160,inbound,UK,Hotel Partner Onboarding,Business Traveller,iOS,2026-07-29,7,success,44.7,success,14.1,success,17.2,drop_user_abandon,8.0,not_reached,20.9,not_reached,,dropped,payment_p2m,user_abandon,"App not localized, hesitated at checkout",69.0,2026-W31,2,True,IN-00160-A2
IN-00163,inbound,Australia,Authorized Issuer App,Business Traveller,iOS,2026-05-29,5,success,21.9,success,22.4,success,23.3,success,,success,,success,,converted,,,,97.6,2026-W22,2,True,IN-00163-A2
IN-00165,inbound,Singapore,Airport Kiosk,Student,iOS,2026-07-31,7,drop_business_decline,13.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,16.7,2026-W31,2,True,IN-00165-A2
